class,problem,code,answer
8,둘레가 160센티미터인 정팔각형이 있습니다. 이 정팔각형의 한 변의 길이를 구하시오.,"a = 8
b = 160
y = b // a
print(y)",20
8,가로가 4cm인 직사각형 A가 있습니다. 이 직사각형의 네 변의 길이의 합은 한변의 길이가 9cm인 정사각형 B의 네 변의 길이의 합이 같습니다. 직사각형 A의 세로는 몇cm 입니까? ,"a = 4
b = 9
c = 4
y = (b * c) / 2 - a
y = int(y)
print(y)",14
6,"어떤 값을 36으로 나누면 몫은 12이고, 나머지는 9입니다. 그렇다면 어떤 값은 얼마인가요?","a = 36
b = 12
c = 9
y = a * b + c
print(y)",441
8,한 변의 길이가 9cm인 마름모가 있습니다. 이 마름모의 둘레를 구하시오.,"a = 9
b = 4
y = a * b
print(y)",36
1,주스 5리터를 윤기네 반 학생들이 나누어 마셨더니 1.2리터가 남았습니다. 윤기네 반 학생들이 마신 주스는 몇 리터일까요?,"a = 5
b = 1.2
y = a - b
print(""{:.2f}"".format(y))",3.80
8,한 변의 길이가 9.7센티미터인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 센티미터입니까?,"a = 9.7
b = 4
y = a * b
print(y)",38.8
7,"각 나라별 2021년 합계 출산율은 영국 42/70, 스페인 21/30, 한국 0.55입니다. 합계 출산율이 가장 낮은 나라는 어디인가요?","a = 42 / 70
b = 21 / 30
c = 0.55
dict = {'영국': a, '스페인': b, '한국': c}
y = min(dict, key=dict.get)
print(y)",한국
7,"길이가 10m인 색 테이프를 용은, 정원, 승수 세 사람이 남김없이 사용 하였습니다. 용은이는 333 cm를 사용했고 정원이는 332 cm를 사용 하였고, 승수는 나머지를 사용했습니다. 셋 중 테이프를 가장 많이 사용한 사람은 누구인지 구하세요.","a = 1000
b = 333
c = 332
dicts = {""용은"": b, ""정원"": c, ""승수"": a - b - c}
y = max(dicts, key=dicts.get)
print(y)",승수
7,"순영이는 100 원짜리 동전을 230개 모았고, 성균이는 50 원짜리 동전을 480개 모았다면, 총 금액이 더 큰 사람은 누구입니까?","a = 100
b = 230
c = 50
d = 480
dict = {'순영': a * b, '성균': c * d}
y = max(dict, key=dict.get)
print(y)",성균
8,네 변의 길이의 합이 120센티미터인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 센티미터인가요?,"a = 4
b = 120
y = b // a
print(y)",30
7,"복숭아의 무게는 100원짜리 동전 60개의 무게와 같고, 배의 무게는 100원짜리 동전 55개의 무게와 같다고 할때, 어떤 것이 더 가볍습니까?","a = 60
b = 55
dict = {'복숭아':a, '배': b}
y = min(dict, key=dict.get)
print(y)",배
8,한 변의 길이가 17cm인 정사각형이 있습니다. 이 정사각형의 둘레는 몇 cm인지 구하세요.,"a = 17
b = 4
y = a * b
print(y)",68
1,80이 13개인 수는 840보다 몇 큰 수일까요?,"a = 80
b = 13
c = 840
y = (a * b) - c
print(y)",200
7,32개씩 들어있는 초콜릿 9상자와 50개씩 들어있는 사탕 5봉지가 있습니다. 둘중에 개수가 더 많은 것은 무엇입니까?,"a = 32
b = 9
c = 50
d = 5
dicts = {'초콜릿': a * b, '사탕': c * d}
y = max(dicts, key=dicts.get) 
print(y)",초콜릿
7,"연필 4개의 무개와 지우개 5개의 무게가 같다고 하면, 1개의 무게가 더 무거운 것은 무엇인가요?","a = 4
b = 5
c = 1
d = c * (a/b)
dict = {'연필':c, '지우개': d}
y = max(dict, key=dict.get)
print(y)",연필
1,수용이네 반 학생 35명을 5명씩 한 모둠으로 나누려고 합니다. 몇 모둠으로 나눌 수 있는지 구하시오.,"a = 35
b = 5
y = a // b
print(y)",7
7,"윤지가 미술 대회에서 상을 받은 그림이 있습니다. 그림의 가로는 17/20m, 세로는 8/10m입니다. 가로와 세로 중 길이가 더 짧은 것은 무엇일까요?","a = 17 / 20
b = 8 / 10
dicts = {'가로': a, '세로': b}
y = min(dicts, key=dicts.get)
print(y)",세로
8,"가로가 20센티미터이고, 세로가 13센티미터인 직사각형이 있습니다. 이 직사각형의 둘레를 구하시오","a = 20
b = 13
y = (a + b) * 2
print(y)",66
4,2개의 긴 코와 8개의 다리를 지닌 코끼리 그림이 있습니다. 코끼리의 코와 다리의 수의 합은 몇 개일까요?,"a = 2
b = 8
y = a + b
print(y)",10
6,어떤 수에 4를 곱해야 할 것을 실수로 4를 더했더니 44가 되었습니다. 바르게 계산하면 얼마입니까?,"a = 4
b = 4
c = 44
y = (c - b) * a
print(y)",160
3,1/5보다 크고 5/8보다 작은 분수 중에서 분모가 40인 분수는 모두 몇 개인지 구하시오.,"a = 1 / 5
b = 5 / 8
c = 40
y = 0
for i in range(1, c):
    if i / c > a and i / c < b:
        y = y + 1
print(y)",16
1,"강가에 백조 9마리가 있었는데, 잠시 후에 백조 5마리가 강가 밖으로 나갔습니다. 강가에 남아 있는 백조는 몇 마리일까요?","a = 9
b = 5
y = a - b
print(y)",4
1,껌이 300 개 있습니다. 이 껌을 한 상자에 74 개씩 3 상자에 담았다면 남은 껌은 몇 개일까요?,"a = 300
b = 74
c = 3
y = a - b * c
print(y)",78
1,지수의 나이는 21살이고 할머니의 나이는 지수의 나이의 4배입니다. 할머니의 나이를 구해보세요.,"a = 21
b = 4
y = a * b
print(y)",84
3,"4장의 숫자 카드 1, 3, 5, 7중 한 장씩만 사용하여 만들 수 있는 두 자리 수 두개의 곱 중에서 가장 큰 곱을 구하시오 ","from itertools import permutations

a = ['1', '3', '5', '7']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = max(c)
print(y)",3763
8,"가로가 9센티미터, 세로가 5센티미터인 직사각형이 있습니다. 이 직사각형의 가로와 세로의 차를 구하시오.","a = 9
b = 5
y = abs(b - a)
print(y)",4
1,"떨어진 높이의 2/5만큼 튀어오르는 공을 15.8m 의 높이에서 떨어뜨렸을 때, 네 번째로 튀어오른 높이는 몇 m 가 될까요?","a = 2/5
b = 15.8
y = b * (a ** 4)
print(""{:.2f}"".format(y))",0.40
6,"어떤 수에 9를 더한 후 20를 곱하고, 50을 뺀 값을 2로 나누면 값이 125입니다. 어떤 수를 구하시오.","a = 9
b = 20
c = 50
d = 2
e = 125
y = (e * d + c) // b - a
print(y)",6
1,수도꼭지에서 한 시간에 90밀리리터씩 물이 샙니다. 하루 동안 새는 물은 모두 몇 밀리리터일까요?,"a = 90
b = 24
y = a * b
print(y)",2160
1,"사과 한 묶음은 4500 원, 체리 한 상자는 18000 원 입니다. 태수는 사과 한 묶음과 체리 한 묶음을 사고 30000 원을 냈습니다. 태수가 받은 거스름돈은 얼마인지 구해 보시오. (단, 체리 한 상자는 9 묶음입니다.)","a = 4500
b = 2000
c = 30000
y = c - (a + b)
print(y)",23500
7,"A는 한 변의 길이가 4cm인 정십각형, B는 가로가 5cm, 세로가 7cm인 직사각형, C는 한 변의 길이가 12cm인 정사각형입니다. 둘레가 가장 긴 도형을 찾으세요.","a = 4
b = 10
c = 5
d = 7
e = 12
f = 4
dict = {'A': a * b, 'B': 2 * (c + d), 'C': e * f}
y = max(dict, key=dict.get)
print(y)",C
1,"클립이 한 상자에 1500개씩 들어 있다면, 10상자에 들어 있는 클립은 모두 몇 개일까요?","a = 1500
b = 10
y = a * b
print(y)",15000
1,여자 허들 100m 경기에서는 시작 선으로부터 1300cm 지점에 첫 허들이 놓이고 총 10개의 허들이 850cm 간격을 두고 놓입니다. 시작 선에서 출발하여 허들 6개가 놓인 위치까지 갔을 때 간 거리는 몇 cm인가요?,"a = 1300
b = 10
c = 850
d = 6
y = a + c * (d - 1)
print(y)",5550
1,진서는 길이가 5m 22cm인 색 테이프를 가지고 있었습니다. 동생에게 잘라 주었더니 4m가 남았습니다. 동생에게 준 색 테이프는 몇 cm인가요?,"a = (5 * 100) + 22
b = (4 * 100)
y = a - b
print(y)",122
3,1부터 9까지의 수 중에서 다음 식 9 * A < 55 를 만족하는 A의 개수를 구하시오.,"a = 1
b = 9
c = 9
d = 55
y = 0
for i in range(a, b + 1):
    if i < (d / c):
        y += 1
print(y)",6
5,60을 어떤 수로 나누면 10으로 나누어 떨어집니다. 어떤 수를 구하시오.,"a = 60
b = 10
y = a // b
print(y)",6
8,둘레가 60cm인 정사각형이 있습니다. 이 정사각형의 한 변의 길이는 몇 cm일까요?,"a = 4
b = 60
y = b // a
print(y)",15
8,"길이가 60cm 인 철사를 구부려서 정육각형 모양을 만들려고 한다면, 한 변의 길이를 몇 cm 로 해야 합니까?","a = 60
b = 6
y = int(a // b)
print(y)",10
8,"넓이가 90cm², 밑변의 길이가 10cm, 윗변의 길이가 20cm인 사다리꼴의 높이를 구하세요.","a = 90
b = 10
c = 20
y = 2 * a // (b + c)
print(y)",6
8,둘레가 4.84미터인 정사각형의 한 변의 길이는 몇 미터인가요?,"a = 4.84
b = 4
y = a / b
print(""{:.2f}"".format(y))",1.21
8,"가로가 19cm, 세로가 17cm인 직사각형에서 가로와 세로의 길이의 차는 몇 cm입니까?","a = 19
b = 17
y = abs(a - b)
print(y)",2
1,어떤 골프선수가 샷을 20번 쳤는데 이 중에서 홀인원을 2번 쳤습니다. 전체 친 샷 수에 대한 홀인원의 비율을 소수로 나타내어 보세요.,"a = 20
b = 2
y = b / a
print(""{:.2f}"".format(y))",0.10
4,15/20를 서로 다른 세 단위분수의 합으로 나타내려고 합니다. 세 단위분수의 분모의 합 계산해보세요.,"from itertools import combinations
a = 15
b = 20
c = [1 / i for i in range(2, b + 1) if b % i == 0]
for i in list(combinations(c, 3)):
    if sum(i) == a / b:
        y = int(1 / i[0] + 1 / i[1] + 1 / i[2])
        print(y)",27
1,"옷 공장에 기계가 2 대 있습니다. 옷을 가 기계는 2시간에 100개, 나 기계는 4시간에 500개를 만듭니다. 같은 빠르기로 8시간 동안 두 기계를 같이 돌리면 옷을 총 몇 개 만들 수 있습니까?","a = 2
b = 100
c = 4
d = 500
e = 8
y = (b // a * e) + (d // c * e)
print(y)",1400
8,"가로가 10cm, 세로가 20cm인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남는 부분 없이 자른다면, 종이는 몇 개 만들 수 있습니까?","import math

a = 10
b = 20
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",2
8,반지름이 6cm인 원을 36cm길이가 인 선분 AB 위에 원의 중심이 놓이도록 겹치지 않게 그리려고 합니다. 원을 몇 개까지 그릴 수 있습니까?,"a = 6
b = 3
c = 36
y = c // (a * b)
print(y)",2
4,"수 3, 17, 50, 24가 있습니다. 가장 큰 수를 가장 작은 수로 나눈 몫을 구해 보세요. ","a = [3, 17, 50, 24]
y = max(a) // min(a)
print(y)",16
8,넓이가 50cm²이고 높이가 10cm인 삼각형이 있습니다. 이 삼각형의 밑변의 길이는 몇 cm인지 구해 보세요.,"a = 50
b = 10
y = int(a * 2 // b)
print(y)",10
1,초콜릿 60개를 학생 7명에게 8개씩 나누어 주려고 합니다. 나누어주고 남은 초콜릿은 몇 개입니까?,"a = 60
b = 7
c = 8
y = a - (b * c)
print(y)",4
1,어떤 가게에서 초콜릿 9820개를 가지고 있습니다. 초콜릿을 한 봉지에 100개씩 담으려고 한다면 최대 몇봉지를 만들 수 있나요?,"a = 9820
b = 100
y = a // b
print(y)",98
1,정우는 3000미터 오래 달리기를 하고 있습니다. 정우가 3000미터 중 600미터를 달렸다면 남은 거리와 전체 거리의 비율은 몇 %인지 구해 보세요.,"a = 3000
b = 600
y = int((a - b) / a * 100)
print(y)",80
6,4학년 1반 학생은 모두 45명이다. 한 사람에게 볼펜을 똑같이 13자루씩 나누어 주었더니 10자루가 남았다면 처음에 가지고 있던 볼펜의 수는?,"a = 45
b = 13
c = 10
y = a * b + c
print(y)",595
1,"굴비 한 두름은 20마리입니다. 굴비 다섯 두름이면, 굴비가 총 몇 마리 인지 구하시오.","a = 20
b = 5
y = a * b
print(y)",100
8,둘레가 90cm인 정구각형이 있습니다. 이 정구각형의 한변의 길이를 구하세요.,"a = 90
b = 9
y = a // b
print(y)",10
8,"넓이가 48센티미터², 윗변이 11센티미터, 밑변이 5센티미터인 사다리꼴의 높이는 몇 센티미터인가요?","a = 48
b = 11
c = 5
y = int(a * 2 / (b + c))
print(y)",6
1,튤립가 62송이 있습니다. 튤립을 꽃병 한 개에 6송이씩 꽂는다면 꽃병은 몇 개 필요할까요?,"a =62
b = 6
y = a // b
print(y)",10
1,분필이 500개 있습니다. 분필을 8개 반에게 50개씩 나누어 주었다면 남은 분필은 몇 개인지 구해 보시오.,"a = 500
b = 8
c = 50
y = a - b * c
print(y)",100
7,"A는 2 * 14, B는 3 * 13, C는 4 * 12일 때, 계산 결과가 가장 큰 것은 무엇일까요?","a = 2 * 14
b = 3 * 13
c = 4 * 12
dicts = {'A': a, 'B': b, 'C': c}
y = max(dicts, key=dicts.get)
print(y)",C
7,"현수는 줄넘기를 5일간 하루에 40번씩, 민주는 줄넘기를 6일동안 하루에 30번 씩 했다면, 줄넘기를 더 많이 한 사람은 누구일까요?","a = 5 * 40
b = 6 * 30
dicts = {'현수':a, '민주':b}
y = max(dicts, key=dicts.get)
print(y)",현수
4,"동물원에 호랑이 5마리, 사자 4마리, 돼지 30마리가 살고 있습니다. 가장 많은 동물의 수와 가장 적은 동물의 수의 차이를 구하세요.","a = [5, 4, 20]
y = max(a) - min(a)
print(y)",16
7,꽃밭에서 성준이네 집까지는 9 m 90 cm이고 현준이네 집까지는 980 cm입니다. 꽃밭에서 누구네 집이 더 가까운가요?,"a = (9 * 100) + 90
b = 980
dicts = {'성준': a, '현준': b}
y = min(dicts, key=dicts.get)
print(y)",현준
7,"반포대교와 마포대교의 길이는 각각 2890 m, 2 km 400 m입니다. 반포대교와 마포대교 중 어떤것이 더 긴지 구하세요.","a = 2890
b = 2400
dicts = {""반포대교"": a, ""마포대교"": b}
y = max(dicts, key=dicts.get)
print(y)",반포대교
1,85420000은 10000이 □개인 수입니다. □ 안에 들어갈 수는 몇일까요?,"a = 85420000
b = 10000
y = a // b
print(y)",8542
1,굿즈 공장에서 굿즈를 한 상자에 156개씩 담아서 포장하였습니다. 45상자에는 굿즈가 모두 몇 개 들어 있을까?,"a = 156
b = 45
y = a * b
print(y)",7020
1,윤진이네 학교 6학년은 한 반에 40명씩 7개 반이 있습니다. 6학년 학생 한 명에게 마스크 5장씩을 주었습니다. 6학년 학생 전체에게 준 마스크는 모두 몇 장입니까?,"a = 40
b = 7
c = 5
y = a * b * c
print(y)",1400
1,진영이는 쿠키 3조각과 빵 2조각을 넣어 친구들에게 줄 간식 봉지를 만들었습니다. 이 봉지 15개에 들어있는 쿠키와 빵의 합을 구하세요.,"a = 3
b = 2
c = 15
y = (a + b) * c
print(y)",75
8,반지름의 길이가 17cm인 원이 있습니다. 이 원의 넓이는 몇 cm²인가요?,"import math

a = 17
b = math.pi
y = (a * b) ** 2
print(""{:.2f}"".format(y))",2852.32
1,공장에서 사탕을 356개 만들었습니다. 한 봉지에 4개씩 담아서 판다면 사탕은 최대 몇 봉지까지 팔 수 있나요?,"a = 356
b = 4
y = a // b
print(y)",89
5,다음 식을 만족하는 A * 2 = 12이고 10 * B = 150 A와 B의 차를 구하시오.,"a = 2
b = 12
c = 10
d = 150
y = int(abs((b / a) - (d / c)))
print(y)",9
8,한 변의 길이가 13센티미터인 정육면체가 있습니다.이 정육면체의 모든 모서리의 길이의 합은 몇 센티미터인지 구하세요.,"a = 13
b = 12
y = a * b
print(y)",156
8,"둘레가 88센티미터 인 정사각형과 가로가 20센티미터 이고, 둘레가 60센티미터 인 직사각형의 넓이의 차는 몇 센티미터²인지 구해보시오.","a = 80
b = 4
c = 20
d = 60
y = (a // b) * (a // b) - ((d - c * 2) // 2 * c)
print(y)",200
1,어항의 들이는 물통의 들이의 2배입니다. 물통에 물을 가득 채우려면 바가지에 물을 가득 채워 8번 부어야 합니다. 어항에 물을 가득 채우려면 바가지로 총 몇 번 부어야 할까요?,"a = 2
b = 8
y = a * b
print(y)",16
4,"1, 9, 3 중 가장 큰 수에서 나머지 두 수를 뺀 값을 구하시오.","a = [1, 9, 3]
b = max(a)
c = 0
for i in a:
    if i != b:
        c = c + i
y = b - c
print(y)",5
4,"5장의 숫자 카드 0, 3, 5, 7, 2 중에서, 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들 때, 5로도 똑같이 나누어지고 6로도 똑같이 나누어지는 수를 구하시오. ","from itertools import permutations
a = ['0', '3', '5', '7', '2']
b = 2
c = list(map(int, list((map(''.join, permutations(a,b))))))  
d = 5
e = 6
y = 0
for i in c :
    if (i % d == 0) and (i % e == 0):
        y = i
print(y)",30
8,길이가 100cm 인 철사로 만들 수 있는 가장 큰 정사각형의 한 변의 길이를 몇 cm입니까?,"a = 100
b = 4
y = a // b
print(y)",25
4,"두 수 A, B가 있습니다. A는 2×2×3×7입니다. B는 2×3×3×5입니다. A와 B의 최대공약수와 최소공배수를 구하고 두 더한 값을 구해보세요.","import math

a = 2 * 2* 3 * 7
b = 2 * 3 * 3 * 5
c = math.gcd(a, b)
d = a * b // c
y = c + d
print(y)",1266
5,31은 A보다 10이 큰 수입니다. 39은 20보다 B 큰 수입니다. A와 B의 합을 구하시오.,"a = 31
b = 10
c = 39
d = 20
y = (a - b) + (c - d)
print(y)",40
1,"어느 식물원의 입장료가 어린이는 900 원이고, 어른은 어린이의 3 배보다 300 원이 싸다고 합니다. 어린이 13 명과 어른 8 명의 입장료는 모두 얼마일까요?","a = 900
b = 3
c = 300
d = 13
e = 8
y = a * d + (a * b - 200) * 9
print(y)",34200
4,"8, 6, 2, 7의 총 4개의 수 카드가 있다. 가장 큰 수에서 가장 작은 수를 빼면 몇 이 되나요?","a = [8, 6, 2, 7]
y = max(a) - min(a)
print(y)",6
